# Indicators (ADR 0143): kind  value  campaign  source. Known-bad markers
# from past AUR incidents, primary sources first (sources.tsv); community
# lists (lenucksi) only fill gaps. kinds:
#   pkgbase  package base (critical in its campaign window, else suspicious)
#   npm      npm/bun package name        domain  host, onion or IP
#   sha256   payload hash                path    on-disk artefact (audit)
# Refresh: `aur-vet refresh-indicators` (reviewed diff, never at vet time);
# names outside the AUR charset (arch-md "notepad\u2014bin") are dropped.
pkgbase	camunda-modeler-plugin-bpmn-js-token-simulation	atomic-arch	arch-md
pkgbase	canon-pixma-mg3000-complete-fixed	atomic-arch	arch-md
pkgbase	capt-src	atomic-arch	arch-md
pkgbase	capture	atomic-arch	arch-md
pkgbase	cardano-addresses	atomic-arch	arch-md
pkgbase	cardano-node	atomic-arch	arch-md
pkgbase	cardano-wallet	atomic-arch	arch-md
pkgbase	cardano-wallet-bin	atomic-arch	arch-md
pkgbase	carto-sql-api	atomic-arch	arch-md
pkgbase	cartridge-cli	atomic-arch	arch-md
pkgbase	castawesome	atomic-arch	arch-md
pkgbase	castersoundboard-git	atomic-arch	arch-md
pkgbase	catalyst5-browser	atomic-arch	arch-md
pkgbase	cattle	atomic-arch	arch-md
pkgbase	cavestory+-hb	atomic-arch	arch-md
pkgbase	cb2bib	atomic-arch	arch-md
pkgbase	ccase-bin	atomic-arch	arch-md
pkgbase	cccc	atomic-arch	arch-md
pkgbase	ccl-git	atomic-arch	arch-md
pkgbase	ccminer-git	atomic-arch	arch-md
pkgbase	ccsm-gtk3	atomic-arch	arch-md
pkgbase	cdo	atomic-arch	arch-md
pkgbase	centerim5-git	atomic-arch	arch-md
pkgbase	cerbere-git	atomic-arch	arch-md
pkgbase	cerebro	atomic-arch	arch-md
pkgbase	certbox-bin	atomic-arch	arch-md
pkgbase	cgminer	atomic-arch	arch-md
pkgbase	c++-gtk-utils-gtk2	atomic-arch	arch-md
pkgbase	c+gtk-utils-gtk2	atomic-arch	arch-md
pkgbase	cgvg	atomic-arch	arch-md
pkgbase	charcoal	atomic-arch	arch-md
pkgbase	chexquest3-wad	atomic-arch	arch-md
pkgbase	chez-scheme-git	atomic-arch	arch-md
pkgbase	chia-cli-git	atomic-arch	arch-md
pkgbase	chia-git	atomic-arch	arch-md
pkgbase	chicken-srfi-180	atomic-arch	arch-md
pkgbase	chipmachine	atomic-arch	arch-md
pkgbase	chipmunk	atomic-arch	arch-md
pkgbase	chisel	atomic-arch	arch-md
pkgbase	chromeos-apk-git	atomic-arch	arch-md
